second,Volt1,Volt2,Volt3,Volt4
-0.00496688,0.053489446,6.12E-02,4.09E-02,2.59E-02
-0.00496672,0.053489446,5.92E-02,4.09E-02,2.80E-02
-0.00496656,0.055499496,5.92E-02,4.09E-02,2.80E-02
-0.0049664,0.053489446,6.12E-02,4.09E-02,2.59E-02
-0.00496624,0.055499496,5.92E-02,4.29E-02,2.80E-02
-0.00496608,0.055499496,6.12E-02,4.09E-02,2.80E-02
-0.00496592,0.055499496,6.12E-02,4.09E-02,2.59E-02
-0.00496576,0.053489446,5.92E-02,4.09E-02,2.80E-02
-0.0049656,0.053489446,5.92E-02,4.09E-02,2.80E-02
-0.00496544,0.053489446,5.92E-02,4.09E-02,2.59E-02
-0.00496528,0.055499496,5.92E-02,4.09E-02,2.59E-02
-0.00496512,0.053489446,5.92E-02,4.29E-02,2.59E-02
-0.00496496,0.053489446,5.92E-02,4.09E-02,2.80E-02
-0.0049648,0.053489446,6.12E-02,4.09E-02,2.80E-02
-0.00496464,0.055499496,5.92E-02,4.29E-02,2.59E-02
-0.00496448,0.053489446,6.12E-02,4.29E-02,2.59E-02
-0.00496432,0.055499496,6.12E-02,4.29E-02,2.80E-02
-0.00496416,0.053489446,5.92E-02,4.09E-02,2.59E-02
-0.004964,0.053489446,6.12E-02,4.29E-02,2.80E-02
-0.00496384,0.055499496,6.12E-02,4.29E-02,2.80E-02
-0.00496368,0.053489446,5.92E-02,4.09E-02,2.80E-02
-0.00496352,0.053489446,6.12E-02,4.09E-02,2.59E-02
-0.00496336,0.053489446,5.92E-02,4.09E-02,2.59E-02
-0.0049632,0.053489446,5.92E-02,4.09E-02,2.59E-02
-0.00496304,0.055499496,5.92E-02,4.29E-02,2.59E-02
-0.00496288,0.053489446,5.92E-02,4.29E-02,2.59E-02
-0.00496272,0.055499496,6.12E-02,4.29E-02,2.80E-02
-0.00496256,0.055499496,6.12E-02,4.29E-02,2.80E-02
-0.0049624,0.053489446,5.92E-02,4.29E-02,2.80E-02
-0.00496224,0.053489446,6.12E-02,4.09E-02,2.80E-02
-0.00496208,0.053489446,5.92E-02,4.29E-02,2.80E-02
-0.00496192,0.055499496,6.12E-02,4.09E-02,2.59E-02
-0.00496176,0.053489446,5.92E-02,4.29E-02,2.59E-02
-0.0049616,0.053489446,6.12E-02,4.09E-02,2.80E-02
-0.00496144,0.053489446,5.92E-02,4.09E-02,2.59E-02
-0.00496128,0.055499496,6.12E-02,4.29E-02,2.59E-02
-0.00496112,0.053489446,5.92E-02,4.29E-02,2.59E-02
-0.00496096,0.055499496,5.92E-02,4.29E-02,2.80E-02
-0.0049608,0.053489446,6.12E-02,4.29E-02,2.80E-02
-0.00496064,0.053489446,5.92E-02,4.09E-02,2.80E-02
-0.00496048,0.053489446,6.12E-02,4.29E-02,2.59E-02
-0.00496032,0.053489446,6.12E-02,4.29E-02,2.80E-02
-0.00496016,0.055499496,6.12E-02,4.29E-02,2.80E-02
-0.00496,0.053489446,6.12E-02,4.29E-02,2.80E-02
-0.00495984,0.053489446,6.12E-02,4.29E-02,2.59E-02
-0.00495968,0.053489446,5.92E-02,4.29E-02,2.80E-02
-0.00495952,0.055499496,6.12E-02,4.29E-02,2.80E-02
-0.00495936,0.053489446,6.12E-02,4.29E-02,2.59E-02
-0.0049592,0.053489446,6.12E-02,4.29E-02,2.80E-02
-0.00495904,0.053489446,6.12E-02,4.29E-02,2.59E-02
-0.00495888,0.055499496,6.12E-02,4.49E-02,2.59E-02
-0.00495872,0.053489446,6.12E-02,4.29E-02,2.59E-02
-0.00495856,0.055499496,5.92E-02,4.29E-02,2.80E-02
-0.0049584,0.055499496,6.12E-02,4.29E-02,2.59E-02
-0.00495824,0.055499496,6.12E-02,4.49E-02,2.80E-02
-0.00495808,0.055499496,6.12E-02,4.29E-02,2.80E-02
-0.00495792,0.053489446,6.12E-02,4.29E-02,2.80E-02
-0.00495776,0.055499496,6.12E-02,4.29E-02,2.80E-02
-0.0049576,0.055499496,5.92E-02,4.49E-02,2.59E-02
-0.00495744,0.053489446,6.12E-02,4.29E-02,2.80E-02
-0.00495728,0.053489446,6.12E-02,4.29E-02,2.59E-02
-0.00495712,0.055499496,5.92E-02,4.29E-02,2.80E-02
-0.00495696,0.053489446,6.12E-02,4.29E-02,2.59E-02
-0.0049568,0.055499496,6.12E-02,4.49E-02,2.59E-02
-0.00495664,0.055499496,6.12E-02,4.49E-02,2.59E-02
-0.00495648,0.053489446,5.92E-02,4.49E-02,2.59E-02
-0.00495632,0.053489446,6.12E-02,4.49E-02,2.39E-02
-0.00495616,0.053489446,5.92E-02,4.49E-02,2.59E-02
-0.004956,0.053489446,6.12E-02,4.49E-02,2.59E-02
-0.00495584,0.053489446,5.92E-02,4.49E-02,2.59E-02
-0.00495568,0.053489446,5.92E-02,4.49E-02,2.80E-02
-0.00495552,0.055499496,6.12E-02,4.49E-02,2.80E-02
-0.00495536,0.055499496,5.92E-02,4.29E-02,2.59E-02
-0.0049552,0.055499496,6.12E-02,4.49E-02,2.59E-02
-0.00495504,0.055499496,6.12E-02,4.69E-02,2.59E-02
-0.00495488,0.055499496,5.92E-02,4.49E-02,2.59E-02
-0.00495472,0.055499496,6.12E-02,4.49E-02,2.59E-02
-0.00495456,0.055499496,6.12E-02,4.49E-02,2.59E-02
-0.0049544,0.053489446,5.92E-02,4.49E-02,2.59E-02
-0.00495424,0.055499496,5.92E-02,4.49E-02,2.59E-02
-0.00495408,0.055499496,5.72E-02,4.49E-02,2.80E-02
-0.00495392,0.055499496,6.12E-02,4.49E-02,2.59E-02
-0.00495376,0.053489446,6.12E-02,4.49E-02,2.59E-02
-0.0049536,0.055499496,6.12E-02,4.49E-02,2.59E-02
-0.00495344,0.053489446,6.12E-02,4.69E-02,2.59E-02
-0.00495328,0.055499496,6.12E-02,4.49E-02,2.80E-02
-0.00495312,0.057509546,5.92E-02,4.49E-02,2.80E-02
-0.00495296,0.055499496,6.12E-02,4.69E-02,2.59E-02
-0.0049528,0.055499496,6.12E-02,4.49E-02,2.59E-02
-0.00495264,0.055499496,5.92E-02,4.69E-02,2.80E-02
-0.00495248,0.055499496,6.12E-02,4.49E-02,2.80E-02
-0.00495232,0.053489446,5.92E-02,4.69E-02,2.59E-02
-0.00495216,0.055499496,6.12E-02,4.69E-02,2.59E-02
-0.004952,0.055499496,5.92E-02,4.69E-02,2.80E-02
-0.00495184,0.055499496,5.92E-02,4.69E-02,2.80E-02
-0.00495168,0.055499496,6.12E-02,4.69E-02,2.80E-02
-0.00495152,0.057509546,5.92E-02,4.69E-02,2.59E-02
-0.00495136,0.055499496,6.12E-02,4.90E-02,2.59E-02
-0.0049512,0.055499496,5.92E-02,4.69E-02,2.59E-02
-0.00495104,0.053489446,5.92E-02,4.69E-02,2.59E-02
-0.00495088,0.055499496,6.12E-02,4.69E-02,2.80E-02
-0.00495072,0.055499496,5.92E-02,4.90E-02,2.59E-02
-0.00495056,0.055499496,5.92E-02,4.69E-02,2.59E-02
-0.0049504,0.055499496,5.92E-02,4.69E-02,2.59E-02
-0.00495024,0.055499496,5.92E-02,4.69E-02,2.59E-02
-0.00495008,0.055499496,5.92E-02,4.90E-02,2.80E-02
-0.00494992,0.055499496,5.92E-02,4.90E-02,2.80E-02
-0.00494976,0.055499496,5.92E-02,4.69E-02,2.59E-02
-0.0049496,0.055499496,6.12E-02,4.69E-02,2.59E-02
-0.00494944,0.055499496,6.12E-02,4.90E-02,2.80E-02
-0.00494928,0.057509546,5.92E-02,4.69E-02,2.59E-02
-0.00494912,0.055499496,6.12E-02,4.90E-02,2.59E-02
-0.00494896,0.057509546,5.92E-02,4.69E-02,2.59E-02
-0.0049488,0.057509546,5.92E-02,4.69E-02,2.59E-02
-0.00494864,0.057509546,5.92E-02,4.69E-02,2.59E-02
-0.00494848,0.055499496,6.12E-02,4.69E-02,2.59E-02
-0.00494832,0.055499496,5.92E-02,4.90E-02,2.80E-02
-0.00494816,0.055499496,5.92E-02,4.69E-02,2.59E-02
-0.004948,0.055499496,5.92E-02,5.10E-02,2.59E-02
-0.00494784,0.055499496,6.12E-02,4.69E-02,2.80E-02
-0.00494768,0.055499496,5.92E-02,4.90E-02,2.59E-02
-0.00494752,0.057509546,6.12E-02,4.90E-02,2.80E-02
-0.00494736,0.057509546,5.92E-02,4.90E-02,2.59E-02
-0.0049472,0.055499496,5.92E-02,4.90E-02,2.80E-02
-0.00494704,0.057509546,6.12E-02,4.90E-02,2.59E-02
-0.00494688,0.055499496,5.92E-02,4.90E-02,2.59E-02
-0.00494672,0.055499496,5.92E-02,4.90E-02,2.59E-02
-0.00494656,0.055499496,6.12E-02,4.90E-02,2.59E-02
-0.0049464,0.055499496,6.12E-02,5.10E-02,2.59E-02
-0.00494624,0.055499496,5.92E-02,4.90E-02,2.80E-02
-0.00494608,0.055499496,5.92E-02,4.90E-02,2.59E-02
-0.00494592,0.057509546,5.92E-02,4.90E-02,2.59E-02
-0.00494576,0.055499496,6.12E-02,4.90E-02,2.80E-02
-0.0049456,0.055499496,5.92E-02,4.90E-02,2.80E-02
-0.00494544,0.057509546,5.92E-02,4.90E-02,2.59E-02
-0.00494528,0.055499496,5.92E-02,4.90E-02,2.80E-02
-0.00494512,0.057509546,6.12E-02,5.10E-02,2.80E-02
-0.00494496,0.057509546,5.92E-02,4.90E-02,2.59E-02
-0.0049448,0.057509546,5.92E-02,5.10E-02,2.80E-02
-0.00494464,0.055499496,6.12E-02,5.10E-02,2.59E-02
-0.00494448,0.055499496,6.12E-02,4.90E-02,2.59E-02
-0.00494432,0.055499496,5.92E-02,4.90E-02,2.59E-02
-0.00494416,0.055499496,5.92E-02,5.10E-02,2.59E-02
-0.004944,0.055499496,6.12E-02,4.90E-02,2.59E-02
-0.00494384,0.055499496,5.92E-02,5.10E-02,2.59E-02
-0.00494368,0.055499496,6.12E-02,5.10E-02,2.80E-02
-0.00494352,0.055499496,6.12E-02,5.30E-02,2.59E-02
-0.00494336,0.055499496,5.92E-02,5.10E-02,2.59E-02
-0.0049432,0.055499496,6.12E-02,5.10E-02,2.59E-02
-0.00494304,0.055499496,5.92E-02,5.10E-02,2.59E-02
-0.00494288,0.055499496,6.12E-02,5.10E-02,2.80E-02
-0.00494272,0.055499496,6.12E-02,5.10E-02,2.80E-02
-0.00494256,0.055499496,6.12E-02,5.10E-02,2.59E-02
-0.0049424,0.055499496,6.12E-02,5.10E-02,2.80E-02
-0.00494224,0.053489446,6.12E-02,4.90E-02,2.59E-02
-0.00494208,0.055499496,6.12E-02,5.10E-02,2.59E-02
-0.00494192,0.053489446,6.12E-02,5.10E-02,2.59E-02
-0.00494176,0.057509546,6.12E-02,5.10E-02,2.59E-02
-0.0049416,0.053489446,6.12E-02,5.10E-02,2.80E-02
-0.00494144,0.053489446,6.12E-02,5.10E-02,2.80E-02
-0.00494128,0.053489446,5.92E-02,5.10E-02,2.80E-02
-0.00494112,0.053489446,5.92E-02,5.30E-02,2.59E-02
-0.00494096,0.053489446,5.92E-02,5.10E-02,2.80E-02
-0.0049408,0.055499496,6.12E-02,5.30E-02,2.59E-02
-0.00494064,0.055499496,5.92E-02,5.30E-02,2.80E-02
-0.00494048,0.055499496,5.92E-02,5.10E-02,3.00E-02
-0.00494032,0.055499496,5.92E-02,5.10E-02,2.80E-02
-0.00494016,0.053489446,5.92E-02,5.10E-02,2.80E-02
-0.00494,0.055499496,6.12E-02,5.30E-02,2.80E-02
-0.00493984,0.053489446,6.12E-02,5.30E-02,2.80E-02
-0.00493968,0.055499496,5.92E-02,5.10E-02,2.80E-02
-0.00493952,0.055499496,5.92E-02,5.30E-02,2.59E-02
-0.00493936,0.055499496,5.92E-02,5.10E-02,2.80E-02
-0.0049392,0.053489446,6.12E-02,5.30E-02,2.59E-02
-0.00493904,0.051479396,6.12E-02,5.30E-02,2.80E-02
-0.00493888,0.053489446,6.12E-02,5.30E-02,2.80E-02
-0.00493872,0.055499496,5.92E-02,5.50E-02,2.80E-02
-0.00493856,0.053489446,6.12E-02,5.30E-02,2.80E-02
-0.0049384,0.055499496,6.12E-02,5.30E-02,2.80E-02
-0.00493824,0.053489446,6.12E-02,5.30E-02,2.80E-02
-0.00493808,0.053489446,6.12E-02,5.30E-02,2.80E-02
-0.00493792,0.055499496,6.12E-02,5.30E-02,2.80E-02
-0.00493776,0.053489446,6.12E-02,5.50E-02,2.80E-02
-0.0049376,0.053489446,6.12E-02,5.30E-02,2.80E-02
-0.00493744,0.053489446,6.12E-02,5.30E-02,2.80E-02
-0.00493728,0.051479396,6.12E-02,5.30E-02,2.80E-02
-0.00493712,0.051479396,6.12E-02,5.50E-02,2.80E-02
-0.00493696,0.053489446,6.12E-02,5.50E-02,2.80E-02
-0.0049368,0.053489446,6.12E-02,5.50E-02,3.00E-02
-0.00493664,0.051479396,6.12E-02,5.50E-02,3.00E-02
-0.00493648,0.051479396,5.92E-02,5.50E-02,2.80E-02
-0.00493632,0.053489446,5.92E-02,5.50E-02,2.80E-02
-0.00493616,0.051479396,6.12E-02,5.50E-02,2.80E-02
-0.004936,0.051479396,6.12E-02,5.50E-02,2.80E-02
-0.00493584,0.051479396,6.12E-02,5.50E-02,2.80E-02
-0.00493568,0.051479396,5.92E-02,5.50E-02,2.80E-02
-0.00493552,0.051479396,6.12E-02,5.50E-02,2.80E-02
-0.00493536,0.051479396,6.12E-02,5.50E-02,2.80E-02
-0.0049352,0.051479396,6.12E-02,5.50E-02,2.80E-02
-0.00493504,0.051479396,5.92E-02,5.50E-02,2.80E-02
-0.00493488,0.051479396,6.12E-02,5.30E-02,2.80E-02
