second,Volt1,Volt2,Volt3,Volt4
-0.00412192,0.063539697,6.32E-02,6.30E-02,6.01E-02
-0.00412176,0.065549747,6.12E-02,6.50E-02,6.01E-02
-0.0041216,0.061529647,6.12E-02,6.30E-02,6.01E-02
-0.00412144,0.063539697,6.12E-02,6.50E-02,5.81E-02
-0.00412128,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00412112,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00412096,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.0041208,0.063539697,6.32E-02,6.30E-02,6.01E-02
-0.00412064,0.063539697,6.32E-02,6.30E-02,6.01E-02
-0.00412048,0.061529647,6.12E-02,6.30E-02,6.01E-02
-0.00412032,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00412016,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00412,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00411984,0.061529647,6.12E-02,6.30E-02,6.01E-02
-0.00411968,0.061529647,6.12E-02,6.30E-02,6.01E-02
-0.00411952,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00411936,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.0041192,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00411904,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00411888,0.065549747,6.12E-02,6.30E-02,5.81E-02
-0.00411872,0.063539697,5.92E-02,6.50E-02,6.01E-02
-0.00411856,0.063539697,6.12E-02,6.50E-02,6.01E-02
-0.0041184,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00411824,0.063539697,6.12E-02,6.30E-02,6.21E-02
-0.00411808,0.063539697,6.12E-02,6.50E-02,6.01E-02
-0.00411792,0.063539697,6.12E-02,6.30E-02,6.21E-02
-0.00411776,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.0041176,0.063539697,5.92E-02,6.30E-02,6.21E-02
-0.00411744,0.063539697,6.12E-02,6.30E-02,6.21E-02
-0.00411728,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00411712,0.063539697,6.32E-02,6.30E-02,6.01E-02
-0.00411696,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.0041168,0.063539697,6.32E-02,6.30E-02,6.01E-02
-0.00411664,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00411648,0.065549747,6.32E-02,6.50E-02,6.21E-02
-0.00411632,0.063539697,6.32E-02,6.30E-02,6.01E-02
-0.00411616,0.063539697,6.32E-02,6.30E-02,6.01E-02
-0.004116,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.00411584,0.063539697,6.12E-02,6.50E-02,6.01E-02
-0.00411568,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.00411552,0.063539697,6.12E-02,6.30E-02,6.01E-02
-0.00411536,0.065549747,6.12E-02,6.50E-02,6.01E-02
-0.0041152,0.063539697,6.12E-02,6.30E-02,6.21E-02
-0.00411504,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.00411488,0.065549747,6.12E-02,6.50E-02,6.01E-02
-0.00411472,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.00411456,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.0041144,0.065549747,6.12E-02,6.30E-02,6.21E-02
-0.00411424,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.00411408,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.00411392,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.00411376,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.0041136,0.065549747,5.92E-02,6.50E-02,6.01E-02
-0.00411344,0.063539697,6.12E-02,6.50E-02,6.01E-02
-0.00411328,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.00411312,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.00411296,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.0041128,0.065549747,6.12E-02,6.70E-02,6.01E-02
-0.00411264,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.00411248,0.065549747,6.12E-02,6.50E-02,6.01E-02
-0.00411232,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.00411216,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.004112,0.063539697,6.12E-02,6.70E-02,6.01E-02
-0.00411184,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.00411168,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.00411152,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.00411136,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.0041112,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.00411104,0.063539697,6.12E-02,6.70E-02,6.41E-02
-0.00411088,0.063539697,6.12E-02,6.70E-02,6.21E-02
-0.00411072,0.065549747,5.92E-02,6.50E-02,6.21E-02
-0.00411056,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.0041104,0.065549747,6.12E-02,6.70E-02,6.21E-02
-0.00411024,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.00411008,0.065549747,6.12E-02,6.50E-02,6.21E-02
-0.00410992,0.063539697,6.12E-02,6.50E-02,6.41E-02
-0.00410976,0.063539697,6.12E-02,6.50E-02,6.21E-02
-0.0041096,0.065549747,6.12E-02,6.70E-02,6.21E-02
-0.00410944,0.065549747,6.12E-02,6.70E-02,6.21E-02
-0.00410928,0.063539697,6.12E-02,6.50E-02,6.41E-02
-0.00410912,0.065549747,6.12E-02,6.70E-02,6.41E-02
-0.00410896,0.065549747,6.12E-02,6.70E-02,6.41E-02
-0.0041088,0.065549747,6.12E-02,6.70E-02,6.21E-02
-0.00410864,0.065549747,6.12E-02,6.50E-02,6.41E-02
-0.00410848,0.065549747,5.92E-02,6.70E-02,6.21E-02
-0.00410832,0.065549747,6.12E-02,6.50E-02,6.41E-02
-0.00410816,0.065549747,5.92E-02,6.70E-02,6.41E-02
-0.004108,0.065549747,6.12E-02,6.50E-02,6.41E-02
-0.00410784,0.065549747,6.12E-02,6.70E-02,6.21E-02
-0.00410768,0.065549747,6.12E-02,6.70E-02,6.41E-02
-0.00410752,0.065549747,5.92E-02,6.70E-02,6.21E-02
-0.00410736,0.065549747,6.12E-02,6.50E-02,6.41E-02
-0.0041072,0.065549747,6.12E-02,6.70E-02,6.21E-02
-0.00410704,0.063539697,6.32E-02,6.70E-02,6.41E-02
-0.00410688,0.065549747,6.12E-02,6.70E-02,6.21E-02
-0.00410672,0.065549747,6.12E-02,6.70E-02,6.21E-02
-0.00410656,0.065549747,5.92E-02,6.70E-02,6.41E-02
-0.0041064,0.065549747,5.92E-02,6.70E-02,6.41E-02
-0.00410624,0.065549747,5.92E-02,6.70E-02,6.41E-02
-0.00410608,0.065549747,5.92E-02,6.70E-02,6.41E-02
-0.00410592,0.065549747,6.32E-02,6.70E-02,6.41E-02
-0.00410576,0.065549747,6.12E-02,6.50E-02,6.41E-02
-0.0041056,0.065549747,6.12E-02,6.70E-02,6.41E-02
-0.00410544,0.065549747,6.12E-02,6.70E-02,6.41E-02
-0.00410528,0.065549747,5.92E-02,6.70E-02,6.41E-02
-0.00410512,0.065549747,5.92E-02,6.70E-02,6.41E-02
-0.00410496,0.065549747,6.32E-02,6.91E-02,6.21E-02
-0.0041048,0.065549747,6.12E-02,6.70E-02,6.41E-02
-0.00410464,0.065549747,6.12E-02,6.91E-02,6.21E-02
-0.00410448,0.065549747,6.12E-02,6.70E-02,6.21E-02
-0.00410432,0.065549747,6.12E-02,6.70E-02,6.41E-02
-0.00410416,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.004104,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.00410384,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.00410368,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.00410352,0.065549747,6.32E-02,6.91E-02,6.61E-02
-0.00410336,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.0041032,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.00410304,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.00410288,0.067559797,6.12E-02,6.91E-02,6.41E-02
-0.00410272,0.065549747,6.12E-02,6.70E-02,6.61E-02
-0.00410256,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.0041024,0.065549747,6.32E-02,6.91E-02,6.41E-02
-0.00410224,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.00410208,0.067559797,6.12E-02,6.91E-02,6.41E-02
-0.00410192,0.065549747,6.12E-02,6.91E-02,6.61E-02
-0.00410176,0.065549747,6.12E-02,6.91E-02,6.61E-02
-0.0041016,0.065549747,6.12E-02,6.91E-02,6.61E-02
-0.00410144,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.00410128,0.065549747,6.12E-02,6.91E-02,6.61E-02
-0.00410112,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.00410096,0.065549747,6.12E-02,6.91E-02,6.41E-02
-0.0041008,0.065549747,6.12E-02,6.91E-02,6.61E-02
-0.00410064,0.063539697,6.12E-02,6.91E-02,6.41E-02
-0.00410048,0.067559797,6.12E-02,6.91E-02,6.61E-02
-0.00410032,0.065549747,6.32E-02,6.91E-02,6.41E-02
-0.00410016,0.065549747,6.32E-02,6.91E-02,6.61E-02
-0.0041,0.065549747,6.32E-02,6.91E-02,6.61E-02
-0.00409984,0.065549747,6.12E-02,7.11E-02,6.61E-02
-0.00409968,0.065549747,6.32E-02,6.91E-02,6.61E-02
-0.00409952,0.065549747,6.12E-02,7.11E-02,6.41E-02
-0.00409936,0.065549747,6.12E-02,6.91E-02,6.61E-02
-0.0040992,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.00409904,0.067559797,6.12E-02,6.91E-02,6.61E-02
-0.00409888,0.065549747,6.32E-02,6.91E-02,6.61E-02
-0.00409872,0.067559797,6.12E-02,6.91E-02,6.41E-02
-0.00409856,0.065549747,6.32E-02,6.91E-02,6.61E-02
-0.0040984,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.00409824,0.065549747,6.12E-02,6.91E-02,6.61E-02
-0.00409808,0.065549747,6.12E-02,6.91E-02,6.61E-02
-0.00409792,0.067559797,6.32E-02,6.91E-02,6.61E-02
-0.00409776,0.065549747,6.32E-02,7.11E-02,6.41E-02
-0.0040976,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.00409744,0.065549747,6.32E-02,6.91E-02,6.41E-02
-0.00409728,0.065549747,6.12E-02,7.11E-02,6.61E-02
-0.00409712,0.067559797,6.12E-02,7.11E-02,6.61E-02
-0.00409696,0.065549747,6.12E-02,7.11E-02,6.61E-02
-0.0040968,0.065549747,6.12E-02,7.11E-02,6.61E-02
-0.00409664,0.067559797,6.12E-02,7.11E-02,6.61E-02
-0.00409648,0.067559797,6.12E-02,7.11E-02,6.61E-02
-0.00409632,0.067559797,6.12E-02,6.91E-02,6.61E-02
-0.00409616,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.004096,0.065549747,6.12E-02,7.11E-02,6.41E-02
-0.00409584,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.00409568,0.067559797,6.32E-02,7.11E-02,6.82E-02
-0.00409552,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.00409536,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.0040952,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.00409504,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.00409488,0.067559797,6.12E-02,7.11E-02,6.61E-02
-0.00409472,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.00409456,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.0040944,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.00409424,0.065549747,6.32E-02,7.31E-02,6.61E-02
-0.00409408,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.00409392,0.065549747,6.32E-02,7.31E-02,6.61E-02
-0.00409376,0.067559797,6.12E-02,7.11E-02,6.82E-02
-0.0040936,0.067559797,6.32E-02,7.31E-02,6.61E-02
-0.00409344,0.065549747,6.32E-02,7.11E-02,6.82E-02
-0.00409328,0.067559797,6.32E-02,7.11E-02,6.82E-02
-0.00409312,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.00409296,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.0040928,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.00409264,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.00409248,0.067559797,6.32E-02,7.31E-02,6.61E-02
-0.00409232,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.00409216,0.067559797,6.32E-02,7.31E-02,6.41E-02
-0.004092,0.067559797,6.32E-02,7.31E-02,6.61E-02
-0.00409184,0.067559797,6.32E-02,7.31E-02,6.82E-02
-0.00409168,0.065549747,6.32E-02,7.11E-02,6.61E-02
-0.00409152,0.067559797,6.32E-02,7.11E-02,6.61E-02
-0.00409136,0.065549747,6.32E-02,7.31E-02,6.61E-02
-0.0040912,0.065549747,6.52E-02,7.11E-02,6.61E-02
-0.00409104,0.067559797,6.32E-02,7.31E-02,6.61E-02
-0.00409088,0.067559797,6.52E-02,7.31E-02,6.61E-02
-0.00409072,0.067559797,6.32E-02,7.31E-02,6.61E-02
-0.00409056,0.067559797,6.52E-02,7.31E-02,6.61E-02
-0.0040904,0.067559797,6.32E-02,7.31E-02,6.61E-02
-0.00409024,0.067559797,6.12E-02,7.31E-02,6.61E-02
-0.00409008,0.067559797,6.32E-02,7.31E-02,6.61E-02
-0.00408992,0.065549747,6.32E-02,7.31E-02,6.61E-02
-0.00408976,0.067559797,6.32E-02,7.51E-02,6.82E-02
-0.0040896,0.067559797,6.12E-02,7.31E-02,6.41E-02
-0.00408944,0.065549747,6.32E-02,7.31E-02,6.61E-02
-0.00408928,0.067559797,6.32E-02,7.31E-02,6.82E-02
-0.00408912,0.067559797,6.32E-02,7.31E-02,6.61E-02
-0.00408896,0.067559797,6.52E-02,7.51E-02,6.61E-02
-0.0040888,0.067559797,6.32E-02,7.31E-02,6.61E-02
-0.00408864,0.065549747,6.32E-02,7.31E-02,6.41E-02
-0.00408848,0.065549747,6.32E-02,7.51E-02,6.61E-02
-0.00408832,0.065549747,6.32E-02,7.51E-02,6.61E-02
-0.00408816,0.067559797,6.32E-02,7.31E-02,6.82E-02
-0.004088,0.067559797,6.32E-02,7.51E-02,6.61E-02
-0.00408784,0.067559797,6.32E-02,7.51E-02,6.82E-02
-0.00408768,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.00408752,0.067559797,6.52E-02,7.31E-02,6.61E-02
-0.00408736,0.067559797,6.52E-02,7.51E-02,6.82E-02
-0.0040872,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.00408704,0.065549747,6.52E-02,7.51E-02,6.82E-02
-0.00408688,0.065549747,6.32E-02,7.51E-02,6.82E-02
-0.00408672,0.067559797,6.52E-02,7.51E-02,6.61E-02
-0.00408656,0.067559797,6.32E-02,7.51E-02,6.61E-02
-0.0040864,0.067559797,6.52E-02,7.51E-02,6.82E-02
-0.00408624,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.00408608,0.065549747,6.52E-02,7.31E-02,6.61E-02
-0.00408592,0.067559797,6.52E-02,7.51E-02,6.82E-02
-0.00408576,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.0040856,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.00408544,0.065549747,6.32E-02,7.51E-02,6.82E-02
-0.00408528,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.00408512,0.065549747,6.32E-02,7.51E-02,6.61E-02
-0.00408496,0.067559797,6.52E-02,7.51E-02,6.82E-02
-0.0040848,0.065549747,6.52E-02,7.51E-02,6.82E-02
-0.00408464,0.065549747,6.52E-02,7.51E-02,6.82E-02
-0.00408448,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.00408432,0.065549747,6.52E-02,7.71E-02,6.82E-02
-0.00408416,0.067559797,6.52E-02,7.51E-02,6.82E-02
-0.004084,0.065549747,6.52E-02,7.51E-02,6.82E-02
-0.00408384,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.00408368,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.00408352,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00408336,0.065549747,6.52E-02,7.51E-02,6.82E-02
-0.0040832,0.065549747,6.52E-02,7.51E-02,6.82E-02
-0.00408304,0.065549747,6.52E-02,7.51E-02,6.82E-02
-0.00408288,0.065549747,6.52E-02,7.51E-02,6.82E-02
-0.00408272,0.065549747,6.32E-02,7.71E-02,6.61E-02
-0.00408256,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.0040824,0.067559797,6.52E-02,7.71E-02,6.82E-02
-0.00408224,0.065549747,6.52E-02,7.51E-02,6.61E-02
-0.00408208,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00408192,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00408176,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.0040816,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00408144,0.065549747,6.72E-02,7.51E-02,6.61E-02
-0.00408128,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00408112,0.065549747,6.52E-02,7.71E-02,6.82E-02
-0.00408096,0.065549747,6.52E-02,7.71E-02,6.82E-02
-0.0040808,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00408064,0.065549747,6.52E-02,7.71E-02,6.82E-02
-0.00408048,0.063539697,6.72E-02,7.71E-02,6.61E-02
-0.00408032,0.065549747,6.52E-02,7.71E-02,6.82E-02
-0.00408016,0.065549747,6.52E-02,7.71E-02,6.82E-02
-0.00408,0.067559797,6.52E-02,7.71E-02,6.82E-02
-0.00407984,0.063539697,6.52E-02,7.71E-02,6.61E-02
-0.00407968,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00407952,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00407936,0.065549747,6.52E-02,7.71E-02,6.82E-02
-0.0040792,0.065549747,6.72E-02,7.71E-02,6.61E-02
-0.00407904,0.065549747,6.32E-02,7.71E-02,6.61E-02
-0.00407888,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.00407872,0.065549747,6.52E-02,7.91E-02,6.61E-02
-0.00407856,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.0040784,0.063539697,6.72E-02,7.91E-02,6.82E-02
-0.00407824,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00407808,0.065549747,6.52E-02,7.91E-02,6.61E-02
-0.00407792,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00407776,0.065549747,6.72E-02,7.71E-02,6.61E-02
-0.0040776,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00407744,0.065549747,6.72E-02,7.71E-02,6.61E-02
-0.00407728,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00407712,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.00407696,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.0040768,0.063539697,6.72E-02,7.91E-02,6.61E-02
-0.00407664,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00407648,0.065549747,6.52E-02,7.71E-02,6.61E-02
-0.00407632,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.00407616,0.063539697,6.52E-02,7.91E-02,6.82E-02
-0.004076,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.00407584,0.063539697,6.72E-02,7.91E-02,6.82E-02
-0.00407568,0.063539697,6.52E-02,7.71E-02,6.61E-02
-0.00407552,0.065549747,6.72E-02,7.91E-02,6.82E-02
-0.00407536,0.065549747,6.72E-02,7.91E-02,6.61E-02
-0.0040752,0.065549747,6.72E-02,7.71E-02,6.61E-02
-0.00407504,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.00407488,0.065549747,6.52E-02,7.91E-02,6.61E-02
-0.00407472,0.063539697,6.52E-02,7.91E-02,6.82E-02
-0.00407456,0.063539697,6.52E-02,7.91E-02,6.82E-02
-0.0040744,0.063539697,6.52E-02,7.91E-02,6.82E-02
-0.00407424,0.065549747,6.52E-02,7.91E-02,6.61E-02
-0.00407408,0.063539697,6.72E-02,7.91E-02,6.61E-02
-0.00407392,0.065549747,6.72E-02,7.91E-02,6.82E-02
-0.00407376,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.0040736,0.065549747,6.72E-02,7.91E-02,6.61E-02
-0.00407344,0.065549747,6.72E-02,7.91E-02,6.82E-02
-0.00407328,0.063539697,6.72E-02,7.91E-02,6.82E-02
-0.00407312,0.063539697,6.72E-02,7.91E-02,6.82E-02
-0.00407296,0.063539697,6.72E-02,7.91E-02,6.61E-02
-0.0040728,0.065549747,6.72E-02,7.91E-02,6.61E-02
-0.00407264,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00407248,0.065549747,6.72E-02,7.91E-02,6.82E-02
-0.00407232,0.065549747,6.72E-02,7.91E-02,6.82E-02
-0.00407216,0.065549747,6.52E-02,7.91E-02,6.61E-02
-0.004072,0.063539697,6.72E-02,7.91E-02,6.82E-02
-0.00407184,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00407168,0.063539697,6.52E-02,7.91E-02,6.61E-02
-0.00407152,0.063539697,6.72E-02,7.91E-02,6.82E-02
-0.00407136,0.065549747,6.52E-02,7.91E-02,6.61E-02
-0.0040712,0.063539697,6.72E-02,7.91E-02,6.82E-02
-0.00407104,0.065549747,6.72E-02,7.91E-02,6.82E-02
-0.00407088,0.065549747,6.72E-02,7.91E-02,6.82E-02
-0.00407072,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.00407056,0.063539697,6.52E-02,7.91E-02,6.82E-02
-0.0040704,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00407024,0.065549747,6.52E-02,8.11E-02,6.61E-02
-0.00407008,0.065549747,6.72E-02,8.11E-02,6.82E-02
-0.00406992,0.063539697,6.72E-02,8.11E-02,6.61E-02
-0.00406976,0.065549747,6.72E-02,8.11E-02,7.02E-02
-0.0040696,0.063539697,6.52E-02,7.91E-02,6.82E-02
-0.00406944,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.00406928,0.065549747,6.72E-02,7.91E-02,6.82E-02
-0.00406912,0.065549747,6.52E-02,7.91E-02,6.82E-02
-0.00406896,0.063539697,6.72E-02,8.11E-02,6.61E-02
-0.0040688,0.063539697,6.52E-02,7.91E-02,7.02E-02
-0.00406864,0.065549747,6.72E-02,8.11E-02,6.82E-02
-0.00406848,0.065549747,6.72E-02,8.11E-02,6.61E-02
-0.00406832,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406816,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.004068,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406784,0.065549747,6.72E-02,8.11E-02,6.82E-02
-0.00406768,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406752,0.063539697,6.72E-02,8.11E-02,6.82E-02
-0.00406736,0.065549747,6.52E-02,8.11E-02,6.61E-02
-0.0040672,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406704,0.063539697,6.52E-02,8.11E-02,6.82E-02
-0.00406688,0.063539697,6.52E-02,8.11E-02,6.82E-02
-0.00406672,0.065549747,6.72E-02,8.11E-02,6.61E-02
-0.00406656,0.067559797,6.52E-02,8.11E-02,7.02E-02
-0.0040664,0.065549747,6.72E-02,7.91E-02,6.82E-02
-0.00406624,0.063539697,6.52E-02,8.11E-02,6.82E-02
-0.00406608,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406592,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406576,0.063539697,6.72E-02,8.11E-02,6.82E-02
-0.0040656,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406544,0.063539697,6.72E-02,8.11E-02,6.82E-02
-0.00406528,0.067559797,6.52E-02,8.11E-02,6.82E-02
-0.00406512,0.063539697,6.72E-02,8.11E-02,6.82E-02
-0.00406496,0.063539697,6.52E-02,8.31E-02,6.82E-02
-0.0040648,0.065549747,6.72E-02,8.11E-02,6.82E-02
-0.00406464,0.065549747,6.72E-02,8.11E-02,6.82E-02
-0.00406448,0.063539697,6.52E-02,8.11E-02,6.82E-02
-0.00406432,0.063539697,6.52E-02,8.31E-02,6.82E-02
-0.00406416,0.065549747,6.72E-02,8.31E-02,6.82E-02
-0.004064,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406384,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406368,0.065549747,6.72E-02,8.11E-02,7.02E-02
-0.00406352,0.065549747,6.72E-02,8.11E-02,6.82E-02
-0.00406336,0.063539697,6.72E-02,8.31E-02,6.82E-02
-0.0040632,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00406304,0.067559797,6.72E-02,8.31E-02,6.82E-02
-0.00406288,0.065549747,6.72E-02,8.31E-02,6.82E-02
-0.00406272,0.065549747,6.72E-02,8.31E-02,6.82E-02
-0.00406256,0.065549747,6.72E-02,8.31E-02,6.82E-02
-0.0040624,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00406224,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00406208,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406192,0.065549747,6.72E-02,8.11E-02,6.82E-02
-0.00406176,0.063539697,6.52E-02,8.11E-02,6.82E-02
-0.0040616,0.065549747,6.72E-02,8.11E-02,6.82E-02
-0.00406144,0.065549747,6.72E-02,8.31E-02,6.82E-02
-0.00406128,0.067559797,6.52E-02,8.11E-02,6.82E-02
-0.00406112,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.00406096,0.065549747,6.52E-02,8.11E-02,6.82E-02
-0.0040608,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00406064,0.065549747,6.52E-02,8.31E-02,7.02E-02
-0.00406048,0.063539697,6.52E-02,8.11E-02,6.82E-02
-0.00406032,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00406016,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00406,0.065549747,6.72E-02,8.31E-02,7.02E-02
-0.00405984,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405968,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405952,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405936,0.063539697,6.52E-02,8.31E-02,6.82E-02
-0.0040592,0.063539697,6.72E-02,8.31E-02,6.82E-02
-0.00405904,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405888,0.065549747,6.72E-02,8.31E-02,6.82E-02
-0.00405872,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405856,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.0040584,0.065549747,6.32E-02,8.31E-02,6.82E-02
-0.00405824,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405808,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405792,0.065549747,6.52E-02,8.51E-02,6.82E-02
-0.00405776,0.063539697,6.52E-02,8.31E-02,6.82E-02
-0.0040576,0.063539697,6.32E-02,8.31E-02,6.82E-02
-0.00405744,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405728,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405712,0.065549747,6.52E-02,8.51E-02,6.82E-02
-0.00405696,0.063539697,6.72E-02,8.51E-02,6.82E-02
-0.0040568,0.065549747,6.52E-02,8.51E-02,7.02E-02
-0.00405664,0.065549747,6.52E-02,8.31E-02,6.82E-02
-0.00405648,0.063539697,6.52E-02,8.31E-02,6.82E-02
-0.00405632,0.065549747,6.52E-02,8.51E-02,6.82E-02
